"participant_id","question_evaluated","human_evaluation","success_observed","question_observed","observed_q_perceived_difficulty_unbounded","new_q_perceived_difficulty_unbounded","observed_q_perceived_difficulty","new_q_perceived_difficulty","observed_q_objective_difficulty_unbounded","new_q_objective_difficulty_unbounded","observed_q_objective_difficulty","new_q_objective_difficulty","total_score","time_on_question1","time_on_question2","time_on_question3","time_on_question4","time_on_question5","time_on_question6","time_on_question7","time_on_question8","time_on_question9","time_on_question10","time_on_question11","time_on_question12","time_on_question13","time_on_question14","time_on_question15","time_on_question16","q1mark","q2mark","q3mark","q4mark","q5mark","q6mark","q7mark","q8mark","q9mark","q10mark","q11mark","q12mark","q13mark","q14mark","q15mark","q16mark"
1,14,"1",1,12,0.410442719181917,0.526188704589595,0.601194029850746,0.62859375,1.61497809280972,Inf,0.834101382488479,1,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,"1",1,12,0.410442719181917,0.583584978048419,0.601194029850746,0.641891891891892,1.61497809280972,2.23359222150709,0.834101382488479,0.903225806451613,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"1",0,5,-0.143862063012402,-2.32238772029023,0.464096385542169,0.0892857142857143,-0.194156014440957,-5.37527840768417,0.451612903225806,0.00460829493087556,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"1",0,5,-0.143862063012402,-0.819730380985197,0.464096385542169,0.305820895522388,-0.194156014440957,-1.79175946922805,0.451612903225806,0.142857142857143,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"1",0,5,-0.143862063012402,-0.675632219381579,0.464096385542169,0.337236842105263,-0.194156014440957,-0.741937344729377,0.451612903225806,0.32258064516129,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"1",0,5,-0.143862063012402,-0.462825338295922,0.464096385542169,0.386315789473684,-0.194156014440957,-0.784438600769353,0.451612903225806,0.313364055299539,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,"0",0,5,-0.143862063012402,-0.143862063012402,0.464096385542169,0.464096385542169,-0.194156014440957,-0.194156014440957,0.451612903225806,0.451612903225806,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,"1",0,5,-0.143862063012402,-0.243585360479387,0.464096385542169,0.439402985074627,-0.194156014440957,-0.0829969195709678,0.451612903225806,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,"1",0,5,-0.143862063012402,-0.155536681435135,0.464096385542169,0.461194029850746,-0.194156014440957,0.420850026947644,0.451612903225806,0.6036866359447,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,"0",0,5,-0.143862063012402,-0.182000728136621,0.464096385542169,0.454625,-0.194156014440957,0.119959315078979,0.451612903225806,0.529953917050691,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,"0",0,5,-0.143862063012402,-0.570544858467613,0.464096385542169,0.361111111111111,-0.194156014440957,-0.268889573102414,0.451612903225806,0.433179723502304,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,"1",0,5,-0.143862063012402,-0.237611673196796,0.464096385542169,0.440875,-0.194156014440957,0.344377416128326,0.451612903225806,0.585253456221198,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,"0",0,5,-0.143862063012402,-0.150873779024943,0.464096385542169,0.462352941176471,-0.194156014440957,-0.0829969195709678,0.451612903225806,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,"0",0,5,-0.143862063012402,0.410442719181917,0.464096385542169,0.601194029850746,-0.194156014440957,1.61497809280972,0.451612903225806,0.834101382488479,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,"1",0,5,-0.143862063012402,-0.399275228460591,0.464096385542169,0.401486486486486,-0.194156014440957,0.827625094788499,0.451612903225806,0.695852534562212,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,"0",0,5,-0.143862063012402,0.526188704589595,0.464096385542169,0.62859375,-0.194156014440957,Inf,0.451612903225806,1,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,"0",0,5,-0.143862063012402,0.583584978048419,0.464096385542169,0.641891891891892,-0.194156014440957,2.23359222150709,0.451612903225806,0.903225806451613,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"1",0,7,-0.155536681435135,-2.32238772029023,0.461194029850746,0.0892857142857143,0.420850026947644,-5.37527840768417,0.6036866359447,0.00460829493087556,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"1",0,7,-0.155536681435135,-0.819730380985197,0.461194029850746,0.305820895522388,0.420850026947644,-1.79175946922805,0.6036866359447,0.142857142857143,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"0",0,7,-0.155536681435135,-0.675632219381579,0.461194029850746,0.337236842105263,0.420850026947644,-0.741937344729377,0.6036866359447,0.32258064516129,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"1",0,7,-0.155536681435135,-0.462825338295922,0.461194029850746,0.386315789473684,0.420850026947644,-0.784438600769353,0.6036866359447,0.313364055299539,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,"1",0,7,-0.155536681435135,-0.143862063012402,0.461194029850746,0.464096385542169,0.420850026947644,-0.194156014440957,0.6036866359447,0.451612903225806,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,"1",0,7,-0.155536681435135,-0.243585360479387,0.461194029850746,0.439402985074627,0.420850026947644,-0.0829969195709678,0.6036866359447,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,"0",0,7,-0.155536681435135,-0.155536681435135,0.461194029850746,0.461194029850746,0.420850026947644,0.420850026947644,0.6036866359447,0.6036866359447,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,"1",0,7,-0.155536681435135,-0.182000728136621,0.461194029850746,0.454625,0.420850026947644,0.119959315078979,0.6036866359447,0.529953917050691,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,"1",0,7,-0.155536681435135,-0.570544858467613,0.461194029850746,0.361111111111111,0.420850026947644,-0.268889573102414,0.6036866359447,0.433179723502304,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,"0",0,7,-0.155536681435135,-0.237611673196796,0.461194029850746,0.440875,0.420850026947644,0.344377416128326,0.6036866359447,0.585253456221198,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,"0",0,7,-0.155536681435135,-0.150873779024943,0.461194029850746,0.462352941176471,0.420850026947644,-0.0829969195709678,0.6036866359447,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,"0",0,7,-0.155536681435135,0.410442719181917,0.461194029850746,0.601194029850746,0.420850026947644,1.61497809280972,0.6036866359447,0.834101382488479,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,"1",0,7,-0.155536681435135,-0.399275228460591,0.461194029850746,0.401486486486486,0.420850026947644,0.827625094788499,0.6036866359447,0.695852534562212,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,"0",0,7,-0.155536681435135,0.526188704589595,0.461194029850746,0.62859375,0.420850026947644,Inf,0.6036866359447,1,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,"0",0,7,-0.155536681435135,0.583584978048419,0.461194029850746,0.641891891891892,0.420850026947644,2.23359222150709,0.6036866359447,0.903225806451613,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"1",0,11,-0.150873779024943,-2.32238772029023,0.462352941176471,0.0892857142857143,-0.0829969195709678,-5.37527840768417,0.47926267281106,0.00460829493087556,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"1",0,11,-0.150873779024943,-0.819730380985197,0.462352941176471,0.305820895522388,-0.0829969195709678,-1.79175946922805,0.47926267281106,0.142857142857143,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"1",0,11,-0.150873779024943,-0.675632219381579,0.462352941176471,0.337236842105263,-0.0829969195709678,-0.741937344729377,0.47926267281106,0.32258064516129,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"1",0,11,-0.150873779024943,-0.462825338295922,0.462352941176471,0.386315789473684,-0.0829969195709678,-0.784438600769353,0.47926267281106,0.313364055299539,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,"1",0,11,-0.150873779024943,-0.143862063012402,0.462352941176471,0.464096385542169,-0.0829969195709678,-0.194156014440957,0.47926267281106,0.451612903225806,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,"1",0,11,-0.150873779024943,-0.243585360479387,0.462352941176471,0.439402985074627,-0.0829969195709678,-0.0829969195709678,0.47926267281106,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,"0",0,11,-0.150873779024943,-0.155536681435135,0.462352941176471,0.461194029850746,-0.0829969195709678,0.420850026947644,0.47926267281106,0.6036866359447,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,"1",0,11,-0.150873779024943,-0.182000728136621,0.462352941176471,0.454625,-0.0829969195709678,0.119959315078979,0.47926267281106,0.529953917050691,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,"0",0,11,-0.150873779024943,-0.570544858467613,0.462352941176471,0.361111111111111,-0.0829969195709678,-0.268889573102414,0.47926267281106,0.433179723502304,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,"0",0,11,-0.150873779024943,-0.237611673196796,0.462352941176471,0.440875,-0.0829969195709678,0.344377416128326,0.47926267281106,0.585253456221198,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,"0",0,11,-0.150873779024943,-0.150873779024943,0.462352941176471,0.462352941176471,-0.0829969195709678,-0.0829969195709678,0.47926267281106,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,"0",0,11,-0.150873779024943,0.410442719181917,0.462352941176471,0.601194029850746,-0.0829969195709678,1.61497809280972,0.47926267281106,0.834101382488479,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,"0",0,11,-0.150873779024943,-0.399275228460591,0.462352941176471,0.401486486486486,-0.0829969195709678,0.827625094788499,0.47926267281106,0.695852534562212,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,"0",0,11,-0.150873779024943,0.526188704589595,0.462352941176471,0.62859375,-0.0829969195709678,Inf,0.47926267281106,1,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,"0",0,11,-0.150873779024943,0.583584978048419,0.462352941176471,0.641891891891892,-0.0829969195709678,2.23359222150709,0.47926267281106,0.903225806451613,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"1",0,15,0.583584978048419,-2.32238772029023,0.641891891891892,0.0892857142857143,2.23359222150709,-5.37527840768417,0.903225806451613,0.00460829493087556,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"1",0,15,0.583584978048419,-0.819730380985197,0.641891891891892,0.305820895522388,2.23359222150709,-1.79175946922805,0.903225806451613,0.142857142857143,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"1",0,15,0.583584978048419,-0.675632219381579,0.641891891891892,0.337236842105263,2.23359222150709,-0.741937344729377,0.903225806451613,0.32258064516129,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"1",0,15,0.583584978048419,-0.462825338295922,0.641891891891892,0.386315789473684,2.23359222150709,-0.784438600769353,0.903225806451613,0.313364055299539,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,"1",0,15,0.583584978048419,-0.143862063012402,0.641891891891892,0.464096385542169,2.23359222150709,-0.194156014440957,0.903225806451613,0.451612903225806,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,"1",0,15,0.583584978048419,-0.243585360479387,0.641891891891892,0.439402985074627,2.23359222150709,-0.0829969195709678,0.903225806451613,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,"0",0,15,0.583584978048419,-0.155536681435135,0.641891891891892,0.461194029850746,2.23359222150709,0.420850026947644,0.903225806451613,0.6036866359447,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,"0",0,15,0.583584978048419,-0.182000728136621,0.641891891891892,0.454625,2.23359222150709,0.119959315078979,0.903225806451613,0.529953917050691,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,"0",0,15,0.583584978048419,-0.570544858467613,0.641891891891892,0.361111111111111,2.23359222150709,-0.268889573102414,0.903225806451613,0.433179723502304,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,"0",0,15,0.583584978048419,-0.237611673196796,0.641891891891892,0.440875,2.23359222150709,0.344377416128326,0.903225806451613,0.585253456221198,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,"0",0,15,0.583584978048419,-0.150873779024943,0.641891891891892,0.462352941176471,2.23359222150709,-0.0829969195709678,0.903225806451613,0.47926267281106,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,"0",0,15,0.583584978048419,0.410442719181917,0.641891891891892,0.601194029850746,2.23359222150709,1.61497809280972,0.903225806451613,0.834101382488479,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,"0",0,15,0.583584978048419,-0.399275228460591,0.641891891891892,0.401486486486486,2.23359222150709,0.827625094788499,0.903225806451613,0.695852534562212,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,"0",0,15,0.583584978048419,0.526188704589595,0.641891891891892,0.62859375,2.23359222150709,Inf,0.903225806451613,1,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,"0",0,15,0.583584978048419,0.583584978048419,0.641891891891892,0.641891891891892,2.23359222150709,2.23359222150709,0.903225806451613,0.903225806451613,1,"12.39","30.00","30.00","19.51","30.00","18.82","30.00","30.00","30.00","30.00","23.45","30.00","30.00","30.00","30.00","30.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
